T24964;2022-07-01;15:15:19
Tarefas Código do Atendimento;Data Inicio Execucao Atividade Gerada Pelo Sistema;Hora Inicio Execucao Atividade Gerada Pelo Sistema;Hora Fim Execucao Atividade Gerada Pelo Sistema;Execução de Atendimentos GPS Coletado;Execução de Atendimentos Latitude;Execução de Atendimentos Longitude;Cliente GPS Coletado;Entregador Nome;Seção Descrição;Codigo_de_registro;Disciplina;CONCESSIONARIA__TRECHO;Concessionaria;Trecho;PISTA;SENTIDO_;km_000000_ou_000000_ao_000000;LOCAL;Coordenada_;ELEMENTO;DESCREVA_O_ELEMENTO;OCORRENCIA;OUTRAS_OCORRENCIAS;OBSERVACAO;AUDIO;RETORNO_A_OCORRENCIA;MES;A_OCORRENCIA_FOI_ATENDIDA_;Imagem_1;Imagem_2;Imagem_3;Imagem_4;Imagem_5;Imagem_6;Imagem_7;Imagem_8;Imagem_9;Imagem_10;Imagem_11;Imagem_12;ESTADO_GERAL;TEMPO_DE_FILA_APROXIMADO;Deseja_caracterizar_esse_registro_como_uma_ocorrencia_relevante;NOME_DA_OBRA;PERCENTUAL_MENSAL_DE_EXECUCAO_FISICA_;PERCENTUAL_ACUMULADO_DE_EXECUCAO_FISICA_;CUMPRIMENTO_DO_PLANO_DE_TRABALHO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PROJETO_EXECUTIVO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PER;SINALIZACAO_DE_OBRA;ATRASOS;OBRA_CONCLUIDA;COMPRIMENTO_APROXIMADO_DA_FILA_m;COORDENADA_FINAL
311272980;2022-05-27;09:17:52;09:25:36;-21.1103083333333323 -49.6858683333333389;-21.1103083333333323;-49.6858683333333389;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;113+000 ao 114+000;;-21.109800000000003,-49.685249999999996;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398283826&token=ac875a326b9022913cbcf9e97a99b7a4;https://picviewer.umov.me/Pic/GetImage?id=398283867&token=aa386c124f6a02413b4ba908c136b2fb;https://picviewer.umov.me/Pic/GetImage?id=398283913&token=2ae4e45f3e057ebf65b9c4420683e96f;https://picviewer.umov.me/Pic/GetImage?id=398283948&token=d743dd15f6f34beb6c6e15cc83a4c31c;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.111119999999996,-49.685816666666675
311272982;2022-05-27;09:26:57;09:31:33;-21.124724999999998 -49.6926933333333309;-21.124724999999998;-49.6926933333333309;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;114+000 ao 115+000;;-21.123573333333336,-49.691876666666666;ACOSTAMENTO;;Desgaste|;;Pavimento desgastado e vegetação aflorando no pavimento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398283986&token=cfa0ec568572761e94f5b5c90eff7f23;https://picviewer.umov.me/Pic/GetImage?id=398284032&token=a776a1faca8ba29bf3975cd15cf992b5;https://picviewer.umov.me/Pic/GetImage?id=398284075&token=f4cbfa11e51ccf70ebb6c58085585919;https://picviewer.umov.me/Pic/GetImage?id=398284115&token=36277d8d5857c906e86021dae2e898e8;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.124813333333336,-49.69272333333333
311272984;2022-05-27;09:31:35;09:37:57;-21.1255400000000009 -49.6929899999999947;-21.1255400000000009;-49.6929899999999947;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;115+000 ao 116+000;;-21.130761666666665,-49.69600833333334;ACOSTAMENTO;;Desgaste|;Seção irregular;Pavimento desgastado, vegetação aflorando no pavimento e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284149&token=8a78982ee8983a879d6030bb2fb0fc57;https://picviewer.umov.me/Pic/GetImage?id=398284192&token=28395ae45b7f2a55bf92032686d5be06;https://picviewer.umov.me/Pic/GetImage?id=398284236&token=7edbedb5e28e429243676ff7c503802a;https://picviewer.umov.me/Pic/GetImage?id=398284316&token=d09142c1a3bc654e463c895e8e9da200;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.12851,-49.694624999999995
311272986;2022-05-27;09:37:58;09:42:57;-21.1320349999999948 -49.6959783333333363;-21.1320349999999948;-49.6959783333333363;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;116+000 ao 117+000;;-21.130761666666665,-49.69600833333334;ACOSTAMENTO;;Desgaste|;;Pavimento desgastado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284364&token=61750ba9cca729bd2aee6057b636a1dd;https://picviewer.umov.me/Pic/GetImage?id=398284407&token=6c6c1468c076d37bd045349ed2cfaf75;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.132034999999995,-49.695978333333336
311272988;2022-05-27;09:45:51;09:50:33;-21.1502249999999989 -49.7050583333333336;-21.1502249999999989;-49.7050583333333336;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;118+000 ao 119+000;;-21.150035000000003,-49.70474833333333;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284431&token=dc02d488008ae4c6973e84f77548be23;https://picviewer.umov.me/Pic/GetImage?id=398284449&token=bb1f1f1737d57e3e236edab144e9d1e2;https://picviewer.umov.me/Pic/GetImage?id=398284468&token=9b25a588c37571d755c8f27165a555b4;https://picviewer.umov.me/Pic/GetImage?id=398284487&token=c118967ec8dd5e718d910a55038a4014;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.150225,-49.705058333333334
311272989;2022-05-27;09:50:34;09:57:49;-21.1599366666666668 -49.7102049999999949;-21.1599366666666668;-49.7102049999999949;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;119+000 ao 120+000;;-21.158321666666666,-49.70916833333334;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284537&token=df0c6b074fe2175bd456c39fa179a6f2;https://picviewer.umov.me/Pic/GetImage?id=398284567&token=51b42b5923eaf44128b50ce293e429cd;https://picviewer.umov.me/Pic/GetImage?id=398284576&token=4195bf440a955fcf058b0a64c42ffdff;https://picviewer.umov.me/Pic/GetImage?id=398284584&token=11e1a6fd581e7f0e34d1720b498b4d20;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.159936666666667,-49.710204999999995
311272990;2022-05-27;09:57:50;10:09:50;-21.1681033333333382 -49.7142066666666622;-21.1681033333333382;-49.7142066666666622;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;120+000 ao 121+000;;-21.174728333333338,-49.71763333333333;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284594&token=18b6d1d16704612299afe646763fb108;https://picviewer.umov.me/Pic/GetImage?id=398284635&token=f75242fabd725ab227e8948f4f687b88;https://picviewer.umov.me/Pic/GetImage?id=398284664&token=f9f17b19b969919ddb958858030cf025;https://picviewer.umov.me/Pic/GetImage?id=398284681&token=51728f12603319884dcc84fce794c430;https://picviewer.umov.me/Pic/GetImage?id=398284720&token=c92ee4e854189eebcf969c315b855a95;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.168103333333338,-49.71420666666666
311272992;2022-05-27;10:09:51;10:16:44;-21.1750999999999969 -49.717681666666671;-21.1750999999999969;-49.717681666666671;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;121+000 ao 122+000;;-21.174728333333338,-49.71763333333333;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular, Degrau;Pavimento deteriorado, seção irregular do acostamento inferior à 2,50 metros e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284770&token=18f0bf37a9c38de91559286a91e0fccf;https://picviewer.umov.me/Pic/GetImage?id=398284833&token=0eb129398195952c11bd5ec891c41db1;https://picviewer.umov.me/Pic/GetImage?id=398284870&token=11e42e427cc38bc3d7ba0a3b6fdbcf6a;https://picviewer.umov.me/Pic/GetImage?id=398284894&token=0a841393112dd3bde8d039692e17bcf6;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.175099999999997,-49.71768166666667
311272993;2022-05-27;10:16:46;10:29:13;-21.1842983333333308 -49.7222366666666673;-21.1842983333333308;-49.7222366666666673;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;122+000 ao 123+000;;-21.18288,-49.72136666666667;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado, vegetação aflorando no pavimento e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398284923&token=5a62ce5968e838f867a5000f1c29baf8;https://picviewer.umov.me/Pic/GetImage?id=398284973&token=9e5aacd4a1386a145adf263cba0150ad;https://picviewer.umov.me/Pic/GetImage?id=398285005&token=3892413bb6938e2ee752f6a1f873f188;https://picviewer.umov.me/Pic/GetImage?id=398285050&token=b0e7a62710646bcca0affd4cfb30415c;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.18429833333333,-49.72223666666667
311272994;2022-05-27;10:29:15;10:38:44;-21.1913350000000023 -49.7254866666666686;-21.1913350000000023;-49.7254866666666686;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;123+000 ao 124+000;;-21.189581666666662,-49.724456666666676;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado, vegetação aflorando no pavimento e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285092&token=8fc38f85ff7b3a7e1c2db688bf848a29;https://picviewer.umov.me/Pic/GetImage?id=398285113&token=819079d1cfd18240de7f2400b998d7e6;https://picviewer.umov.me/Pic/GetImage?id=398285147&token=bffb2a29030851b970448cb3416f6e64;https://picviewer.umov.me/Pic/GetImage?id=398285188&token=8d23a6e679143bd61a6a648d89d70e3c;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.191668333333336,-49.726375000000004
311272995;2022-05-27;10:38:46;10:46:45;-21.199696666666668 -49.7298733333333374;-21.199696666666668;-49.7298733333333374;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;124+000 ao 125+000;;-21.199559999999998,-49.72982999999999;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285234&token=fb1e29f4f9027ab7f5ecf017bfbc3da3;https://picviewer.umov.me/Pic/GetImage?id=398285268&token=5c46aebfd3feae2f49f46aec7266e445;https://picviewer.umov.me/Pic/GetImage?id=398285278&token=ebc03dcc4f030efa9444580a8adcc467;https://picviewer.umov.me/Pic/GetImage?id=398285300&token=d19f3831df8082f0b991f36a8ed8a4db;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.199696666666668,-49.72987333333334
311272996;2022-05-27;10:46:47;10:54:33;-21.2090849999999982 -49.7340433333333323;-21.2090849999999982;-49.7340433333333323;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;125+000 ao 126+000;;-21.207796666666663,-49.73368000000001;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285317&token=ce91fc3175808bc69177029222a28eba;https://picviewer.umov.me/Pic/GetImage?id=398285344&token=da3dea4f2284a817c33d109c0337f945;https://picviewer.umov.me/Pic/GetImage?id=398285384&token=20a2692efd4bf64117346facee50e769;https://picviewer.umov.me/Pic/GetImage?id=398285433&token=5765a166e8e41b6ecca37f31193afed4;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.209548333333334,-49.73484333333334
311272998;2022-05-27;10:55:06;10:59:50;-21.2250099999999975 -49.7426233333333272;-21.2250099999999975;-49.7426233333333272;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;127+000 ao 128+000;;-21.222379999999998,-49.74161000000001;ACOSTAMENTO;;;Seção irregular;Seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285492&token=aac966222ad78596bcdce211524988ba;https://picviewer.umov.me/Pic/GetImage?id=398285522&token=14a2a1a6eb114b560c796e42c95a22be;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.225009999999997,-49.74262333333333
311272999;2022-05-27;10:59:55;11:02:15;-21.2249033333333337 -49.7424749999999989;-21.2249033333333337;-49.7424749999999989;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;126+000 ao 127+000;;-21.224904999999996,-49.74247666666667;ACOSTAMENTO;;;Seção irregular;Seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285536&token=2b3ae5cb70c0495a6d93d655e358aee4;https://picviewer.umov.me/Pic/GetImage?id=398285563&token=7249d5b9b6ae616a6a3449045c596e0f;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.224886666666666,-49.74248333333333
311273000;2022-05-27;11:03:33;11:08:28;-21.2332649999999994 -49.7467449999999971;-21.2332649999999994;-49.7467449999999971;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;128+000 ao 129+000;;-21.23071333333333,-49.745531666666665;ACOSTAMENTO;;Panela / Buraco|;Seção irregular;Pavimento danificado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285580&token=df5760ee52d7c00329f53b3cecdcf29c;https://picviewer.umov.me/Pic/GetImage?id=398285636&token=500994a644ee25a387c44eb5911a6938;https://picviewer.umov.me/Pic/GetImage?id=398285698&token=49f9b26e73aef58b6386d4e8e2f4780f;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.23327,-49.74673833333333
311273001;2022-05-27;11:08:30;11:13:58;-21.2419849999999997 -49.7510366666666712;-21.2419849999999997;-49.7510366666666712;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;129+000 ao 130+000;;-21.236653333333333,-49.74877333333334;ACOSTAMENTO;;Panela / Buraco|;Seção irregular;Pavimento danificado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285758&token=5bbcf297e58fcd40be787d72d8782dc1;https://picviewer.umov.me/Pic/GetImage?id=398285820&token=86f8e45161fbfa06e88db2c99f154266;https://picviewer.umov.me/Pic/GetImage?id=398285870&token=275b4e175cd72985d01397c09bf9fec5;https://picviewer.umov.me/Pic/GetImage?id=398285920&token=ceabf777175bf2fe5bad604943b26921;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.241985,-49.75103666666667
311273002;2022-05-27;11:14:00;11:18:30;-21.2495066666666688 -49.7546416666666715;-21.2495066666666688;-49.7546416666666715;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;130+000 ao 131+000;;-21.24950666666667,-49.75464166666667;ACOSTAMENTO;;;Seção irregular;Seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398285962&token=44e47a09a86f2fb77c13613c8aa18129;https://picviewer.umov.me/Pic/GetImage?id=398286016&token=f53caf31f9eb555bc97501e5548426db;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.24950666666667,-49.75464166666667
311273003;2022-05-27;11:18:31;11:21:53;-21.2592416666666715 -49.7613100000000017;-21.2592416666666715;-49.7613100000000017;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;131+000 ao 132+000;;-21.259095000000002,-49.760868333333335;ACOSTAMENTO;;;Seção irregular;Seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286055&token=f33ca8e0ab3bc5e7a4447a78c0116a7b;https://picviewer.umov.me/Pic/GetImage?id=398286077&token=772a5cc6d5c966eec0692c058e6d07ce;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.259371666666667,-49.76157333333334
311273004;2022-05-27;11:21:54;11:25:52;-21.2641233333333339 -49.7644766666666598;-21.2641233333333339;-49.7644766666666598;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;132+000 ao 133+000;;-21.25961,-49.761676666666666;ACOSTAMENTO;;;Seção irregular;Seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286095&token=771a8f3ed14c8755e7443544d419fe5b;https://picviewer.umov.me/Pic/GetImage?id=398286154&token=0bd4de4d5095660210f39172df1b0040;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.264123333333334,-49.76447666666666
311273005;2022-05-27;11:28:48;11:34:31;-21.2777950000000011 -49.7770166666666682;-21.2777950000000011;-49.7770166666666682;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;134+000 ao 135+000;;-21.277606666666664,-49.77667499999999;ACOSTAMENTO;;Desgaste|;Seção irregular;Pavimento desgastado, vegetação aflorando no pavimento e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286202&token=f0699187430efa432a4596c927486b8c;https://picviewer.umov.me/Pic/GetImage?id=398286263&token=deedb885cb4339429507750867f1655f;https://picviewer.umov.me/Pic/GetImage?id=398286294&token=7ce658f7b8268e0f87069109ec5599e8;https://picviewer.umov.me/Pic/GetImage?id=398286328&token=e137ba858ce5961e75c761787de16b2a;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.277795,-49.77701666666667
311273006;2022-05-27;11:34:33;11:39:06;-21.2815350000000016 -49.7848449999999971;-21.2815350000000016;-49.7848449999999971;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;135+000 ao 136+000;;-21.281535,-49.784845;ACOSTAMENTO;;Desgaste|Panela / Buraco|;;Pavimento deteriorado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286363&token=7ef4158e385c83c79be71a5d427ec659;https://picviewer.umov.me/Pic/GetImage?id=398286397&token=bb9a1b116e851e8078389705e4bae67e;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.285666666666664,-49.79051833333333
311273007;2022-05-27;11:39:07;12:31:36;-21.2894133333333322 -49.7921750000000003;-21.2894133333333322;-49.7921750000000003;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;136+000 ao 137+000;;-21.289413333333332,-49.792175;ACOSTAMENTO;;Desgaste|Panela / Buraco|;;Pavimento deteriorado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286412&token=f92c933c821b2d054e1563a5772b4d90;https://picviewer.umov.me/Pic/GetImage?id=398286431&token=559aff868fb6b9eaf9ac3aea1c9cfa78;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.290088333333333,-49.792568333333335
311273008;2022-05-27;12:31:37;12:37:37;-21.2974399999999982 -49.79270833333333;-21.2974399999999982;-49.79270833333333;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;137+000 ao 138+000;;-21.297226666666667,-49.79259999999999;ACOSTAMENTO;;Desgaste|Panela / Buraco|;;Pavimento deteriorado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286460&token=1b317bfed6394b207a837d28612cb432;https://picviewer.umov.me/Pic/GetImage?id=398286477&token=03fbeabaab657b75a65b147531ffa1b1;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.297439999999998,-49.79270833333333
311273009;2022-05-27;12:37:57;12:45:19;-21.3055050000000001 -49.7931650000000019;-21.3055050000000001;-49.7931650000000019;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;138+000 ao 139+000;;-21.312026666666664,-49.79425166666667;ACOSTAMENTO;;Desgaste|;;Pavimento desgastado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286501&token=75430621a5a72fef90f44ab1d7997dac;https://picviewer.umov.me/Pic/GetImage?id=398286522&token=a807c4b53bc2d4eea13a2a0b142f10e9;https://picviewer.umov.me/Pic/GetImage?id=398286550&token=2a2d9734b6a3c50e8c5ebd36a8552e63;https://picviewer.umov.me/Pic/GetImage?id=398286582&token=679a5cf8c1373eeb75eeefc28132a049;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.309711666666665,-49.79427333333333
311273010;2022-05-27;12:45:20;12:51:13;-21.3143766666666643 -49.7944933333333353;-21.3143766666666643;-49.7944933333333353;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;139+000 ao 140+000;;-21.314316666666667,-49.79455666666666;ACOSTAMENTO;;Desgaste|Panela / Buraco|;;Pavimento deteriorado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286599&token=d36e9c70f07a99a52fa6928a8da57edf;https://picviewer.umov.me/Pic/GetImage?id=398286614&token=1d21c330fdb8401f49be62e9cb9f8905;https://picviewer.umov.me/Pic/GetImage?id=398286639&token=27433b776ac2bea05d410deb172945b3;https://picviewer.umov.me/Pic/GetImage?id=398286654&token=1302090a6f4b4b31e0d93e2b1783e735;https://picviewer.umov.me/Pic/GetImage?id=398286677&token=2a645fad9ec92bb783e284d793aaf418;https://picviewer.umov.me/Pic/GetImage?id=398286685&token=aafb8d5141e59b2a46dae01549092dce;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.314376666666664,-49.794493333333335
311273011;2022-05-27;12:54:30;12:58:35;-21.3238466666666682 -49.7933299999999974;-21.3238466666666682;-49.7933299999999974;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;140+000 ao 141+000;;-21.32364,-49.79346333333333;ACOSTAMENTO;;Desgaste|;;Pavimento desgastado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286722&token=fe95f51505be5868bbed6e767d4628f4;https://picviewer.umov.me/Pic/GetImage?id=398286741&token=b594335102faa50b7e0b8044fbf184ae;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.323846666666668,-49.79333
311273013;2022-05-27;13:02:05;13:09:50;-21.345365000000001 -49.7928016666666764;-21.345365000000001;-49.7928016666666764;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;142+000 ao 143+000;;-21.345328333333335,-49.792756666666676;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286751&token=072a3a59a93e8b7b7a1f40850c2bca52;https://picviewer.umov.me/Pic/GetImage?id=398286765&token=9086fe6b2f4c31d76941f34fee3dff54;https://picviewer.umov.me/Pic/GetImage?id=398286782&token=1ab1a81782c00c2b6b9fb659cf4d56e1;https://picviewer.umov.me/Pic/GetImage?id=398286812&token=a8db54f84de1c427edd51cd2e14b7e67;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.345538333333334,-49.792944999999996
311273015;2022-05-27;13:11:14;13:17:53;-21.3512583333333303 -49.7927766666666685;-21.3512583333333303;-49.7927766666666685;0 0;700 - Transbrasiliana 2;REGISTRO;311076345;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;CRESCENTE;143+000 ao 144+000;;-21.351253333333336,-49.79277833333334;ACOSTAMENTO;;Desgaste|;;Pavimento desgastado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=398286826&token=1d619307f1a4dd6ae4da6fe28b0b24d7;https://picviewer.umov.me/Pic/GetImage?id=398286859&token=183746631e9670210ad929ab530d835c;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-21.35125833333333,-49.79277666666667
