T24964;01/07/2022;15:15:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarefas Código do Atendimento;Data Inicio Execucao Atividade Gerada Pelo Sistema;Hora Inicio Execucao Atividade Gerada Pelo Sistema;Hora Fim Execucao Atividade Gerada Pelo Sistema;Execução de Atendimentos GPS Coletado;Execução de Atendimentos Latitude;Execução de Atendimentos Longitude;Cliente GPS Coletado;Entregador Nome;Seção Descrição;Codigo_de_registro;Disciplina;CONCESSIONARIA__TRECHO;Concessionaria;Trecho;PISTA;SENTIDO_;km_000000_ou_000000_ao_000000;LOCAL;Coordenada_;ELEMENTO;DESCREVA_O_ELEMENTO;OCORRENCIA;OUTRAS_OCORRENCIAS;OBSERVACAO;AUDIO;RETORNO_A_OCORRENCIA;MES;A_OCORRENCIA_FOI_ATENDIDA_;Imagem_1;Imagem_2;Imagem_3;Imagem_4;Imagem_5;Imagem_6;Imagem_7;Imagem_8;Imagem_9;Imagem_10;Imagem_11;Imagem_12;ESTADO_GERAL;TEMPO_DE_FILA_APROXIMADO;Deseja_caracterizar_esse_registro_como_uma_ocorrencia_relevante;NOME_DA_OBRA;PERCENTUAL_MENSAL_DE_EXECUCAO_FISICA_;PERCENTUAL_ACUMULADO_DE_EXECUCAO_FISICA_;CUMPRIMENTO_DO_PLANO_DE_TRABALHO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PROJETO_EXECUTIVO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PER;SINALIZACAO_DE_OBRA;ATRASOS;OBRA_CONCLUIDA;COMPRIMENTO_APROXIMADO_DA_FILA_m;COORDENADA_FINAL
310886370;25/05/2022;10:01:54;10:02:58;-28.4254333333333307 -48.9315883333333375;-284.254.333.333.333.000;-489.315.883.333.333.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;323+800;;-28.42708,-48.92722333333333;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477477&token=0f7948dfefbaee1e1bbf41b42f20a826;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886369;25/05/2022;10:03:32;10:04:40;-28.4241366666666622 -48.9408750000000055;-284.241.366.666.666.000;-489.408.750.000.000.000;0 0;500 - SC2;REGISTRO;308202292;DRENAGEM OAC;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;423+700 ao 423+800;;-28.421815,-48.93996833333334;SARJETA-CANALETA-VALETA;;Acúmulo de vegetação?Obstruído?;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477505&token=d90b47757dcce29860e09cf0d564c803;https://picviewer.umov.me/Pic/GetImage?id=397477529&token=01aed727f62a30063e875f1b231bf49f;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886372;25/05/2022;10:08:01;10:09:09;-28.442736666666665 -48.965238333333339;-28.442.736.666.666.600;-48.965.238.333.333.300;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;327+700 ao 327+800;;-28.441525000000002,-48.96399666666666;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477591&token=a8b47bd238b01e7ef6f6b2af0482bdc0;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886374;25/05/2022;10:15:16;10:16:11;-28.4710600000000049 -49.0209316666666695;-284.710.600.000.000.000;-490.209.316.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;334+400;;-28.471030000000003,-49.020878333333336;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477630&token=874191f940edc6b2cc7247c10212029f;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886373;25/05/2022;10:20:08;10:20:58;-28.5053100000000015 -49.0493200000000016;-285.053.100.000.000.000;-490.493.200.000.000.000;0 0;500 - SC2;REGISTRO;308202292;DRENAGEM OAC;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;339+080;;-28.505319999999998,-49.04932333333333;SARJETA-CANALETA-VALETA;;Obstruído?;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477645&token=6fe411eeba744f69fcea27d6533475ed;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886375;25/05/2022;10:25:15;10:26:37;-28.5403683333333298 -49.0530616666666575;-285.403.683.333.333.000;-490.530.616.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;343+300;;-28.540258333333334,-49.05316833333333;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477653&token=fe00c22607b71f4a09800127bd886ed0;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886377;25/05/2022;10:28:32;10:29:29;-28.565649999999998 -49.0540166666666693;-28.565.649.999.999.900;-490.540.166.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;345+900;;-28.565646666666666,-49.054025;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477659&token=dad13db1310125caa8a57ce1323e8143;https://picviewer.umov.me/Pic/GetImage?id=397477670&token=b997d4dc7d377584eb9dafc714cc7087;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886378;25/05/2022;10:32:43;10:33:23;-28.5910866666666692 -49.0450066666666586;-285.910.866.666.666.000;-490.450.066.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;349+000;;-28.58911666666667,-49.045899999999996;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477672&token=b1bc01a85e2fb6a43ec961d1747166b8;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886379;25/05/2022;10:34:42;10:35:26;-28.6019766666666619 -49.0533199999999994;-286.019.766.666.666.000;-490.533.199.999.999.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;350+600 ao 350+700;;-28.601008333333333,-49.05289500000001;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477686&token=f77cf3fb710be88460a880ba08efd897;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886380;25/05/2022;10:38:46;10:39:33;-28.6249183333333335 -49.080334999999998;-286.249.183.333.333.000;-49.080.334.999.999.900;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;354+100;;-28.62455,-49.08005166666667;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477703&token=0948f673394707488ca56f2f0ebb4d07;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886371;25/05/2022;10:39:37;10:43:27;-28.625078333333331 -49.0807116666666658;-28.625.078.333.333.300;-490.807.116.666.666.000;0 0;500 - SC2;REGISTRO;310654596;INTERSEÇÕES, ACESSOS E RETORNOS;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;354+100 ao 356+100;;-28.62504,-49.08065833333333;ACESSO;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477733&token=1779bfe79597394856cb9d90bd76703c;https://picviewer.umov.me/Pic/GetImage?id=397477750&token=fc73ecb0e73370f3d607847cd5408bbe;https://picviewer.umov.me/Pic/GetImage?id=397477785&token=41344989e0965c4a506c80dcc2d80939;https://picviewer.umov.me/Pic/GetImage?id=397477800&token=f2ec23d1154ab30ccab4327fba80d78f;https://picviewer.umov.me/Pic/GetImage?id=397477827&token=8f0c9c7216c930f16e5e68b8e6bc8c40;https://picviewer.umov.me/Pic/GetImage?id=397477906&token=dadcec9083edace25663a72e2b6d6cf0;https://picviewer.umov.me/Pic/GetImage?id=397477936&token=5d0fbe8ad41b53d5858ba82458a13aa8;;;;;;BOM;;NÃO;;;;;;;;;;;
310886381;25/05/2022;10:48:50;10:49:36;-28.6662366666666699 -49.116381666666669;-286.662.366.666.666.000;-49.116.381.666.666.600;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;360+300;;-28.659830000000003,-49.11200833333334;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477946&token=35bf4c40a8723b9994af6f38b8e72bc6;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886355;25/05/2022;10:53:32;10:55:49;-28.6894899999999993 -49.161318333333341;-286.894.899.999.999.000;-49.161.318.333.333.300;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;365+700;;-28.68923,-49.16089;RESGATE MECÂNICO;;;;Presença de resgate médico.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397477950&token=5b48c20f7df4c791eb721271ec485896;https://picviewer.umov.me/Pic/GetImage?id=397477975&token=7b188cbafbaeac621cef65ef74396e96;https://picviewer.umov.me/Pic/GetImage?id=397477992&token=d6c84e9734a38365478cc14712838d73;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886383;25/05/2022;10:57:46;10:58:41;-28.6991983333333351 -49.1916833333333372;-286.991.983.333.333.000;-491.916.833.333.333.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;368+500;;-28.69875833333333,-49.19058333333334;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478021&token=fe8dca21a4ca03cbb3668976fe9f809a;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886385;25/05/2022;11:01:39;11:02:37;-28.7163399999999989 -49.2307116666666715;-287.163.399.999.999.000;-492.307.116.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;372+860;;-28.716166666666663,-49.23064166666666;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478027&token=c27d4b5cdb37d5cb5865f127dea6378c;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886362;25/05/2022;11:04:01;11:05:37;-28.7341899999999981 -49.2461583333333408;-287.341.899.999.999.000;-492.461.583.333.333.000;0 0;500 - SC2;REGISTRO;310654598;PAVIMENTAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;375+200 ao 375+450;Via marginal;-28.732131666666668,-49.244338333333324;PISTA - PAVIMENTO FLEXÍVEL;;;;Sujeira. LOCAL: Via marginal;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478040&token=fd955b031fe5bd04a6d37b95fa80f1b3;https://picviewer.umov.me/Pic/GetImage?id=397478061&token=5786bcb75cfc2115f2ccedd6cce86c03;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886386;25/05/2022;11:46:12;11:46:57;-28.7610649999999985 -49.2865650000000031;-287.610.649.999.999.000;-492.865.650.000.000.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;380+850;;-28.760675,-49.286213333333336;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478093&token=367bf345fe1c44c034de0e651ff46c71;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886388;25/05/2022;11:50:36;11:51:27;-28.7866733333333364 -49.3403416666666672;-287.866.733.333.333.000;-493.403.416.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;386+300;;-28.78596,-49.338809999999995;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478119&token=06633c378fd365e5394856f4572e2ba4;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886389;25/05/2022;11:53:01;11:53:47;-28.7989533333333299 -49.3614766666666753;-287.989.533.333.333.000;-493.614.766.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;388+800;;-28.79896666666667,-49.361435;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478121&token=0ee6d6f8e237d2535c6edb36ac38c145;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886390;25/05/2022;11:55:51;11:56:50;-28.8088250000000023 -49.3785966666666667;-288.088.250.000.000.000;-493.785.966.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;390+700;;-28.807186666666666,-49.375125;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478126&token=650f218d4caa894911ec88ded308be7e;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886384;25/05/2022;12:05:44;12:07:39;-28.8394433333333318 -49.4252316666666687;-288.394.433.333.333.000;-494.252.316.666.666.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;396+500;;-28.839456666666667,-49.42516166666666;BLOQUEIO DE FAIXA;;;;Devido a colisão de dois caminhões.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478134&token=a5ac0d18abb27d8e2bf06d4ce172e06a;https://picviewer.umov.me/Pic/GetImage?id=397478146&token=5ca22fe6ee5964f9e47dbacc47f90d2d;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886391;25/05/2022;12:13:30;12:14:46;-28.8719266666666634 -49.4528816666666629;-288.719.266.666.666.000;-494.528.816.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;401+100;;-28.866441666666667,-49.449153333333335;SINALIZAÇÃO HORIZONTAL - PINTURA;;Fraca / Desgastada?;;Desgaste de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478176&token=2dec62af9549e50bf2b85521c986d42c;https://picviewer.umov.me/Pic/GetImage?id=397478188&token=f563073ea15ddcf6b73135e4ec41b2ea;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886393;25/05/2022;12:29:08;12:30:11;-28.9738299999999995 -49.5307433333333407;-289.738.299.999.999.000;-495.307.433.333.333.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;416+300;;-28.973898333333334,-49.530665;SINALIZAÇÃO HORIZONTAL - PINTURA;;Fraca / Desgastada?;;Desgaste das setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478198&token=b0a090368481b773895389cf2823e17b;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886394;25/05/2022;12:33:23;12:34:38;-28.9972483333333315 -49.554598333333324;-289.972.483.333.333.000;-49.554.598.333.333.300;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;419+700;;-28.996268333333333,-49.553778333333334;SINALIZAÇÃO HORIZONTAL - PINTURA;;Fraca / Desgastada?;;Desgaste de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478256&token=61bc23ad3920475595cf8239e362a5d1;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886392;25/05/2022;12:44:24;12:44:57;-29.0504633333333295 -49.6206266666666735;-290.504.633.333.333.000;-496.206.266.666.666.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;428+830;;-29.05022,-49.620520000000006;CFTV;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478300&token=187ae463f656f6c4bee9c90b6fd058be;;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886396;25/05/2022;12:58:43;12:59:30;-29.123233333333328 -49.6661750000000026;-29.123.233.333.333.300;-496.661.750.000.000.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;439+230;;-29.123081666666668,-49.665890000000005;CFTV;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478321&token=14f93f327fa800ca2a3fd8d90be57b8d;;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886395;25/05/2022;12:59:32;13:00:01;-29.1233116666666696 -49.66648;-291.233.116.666.666.000;-4.966.648;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;439+400;;-29.123295,-49.666428333333336;SINALIZAÇÃO VERTICAL - PLACAS;;Ausente?;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478348&token=32168778ef89718ae794ce0cb3f2e44a;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886397;25/05/2022;13:12:41;13:13:11;-29.1879433333333367 -49.7548666666666719;-291.879.433.333.333.000;-497.548.666.666.666.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;451+100;;-29.183080000000004,-49.75529166666667;FRENTE DE CONSERVAÇÃO;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478365&token=771aa86abbba5de19e3eaf9dfdb03551;;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886398;25/05/2022;13:19:08;13:20:14;-29.217926666666667 -49.7515766666666721;-29.217.926.666.666.600;-497.515.766.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;CRESCENTE;456+000;;-29.213166666666666,-49.755475;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478390&token=6a61b9b2b6bb4c4c4265199e9039ae6b;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886387;25/05/2022;13:36:30;13:37:39;-29.227764999999998 -49.7594350000000034;-29.227.764.999.999.900;-497.594.350.000.000.000;0 0;500 - SC2;REGISTRO;310654598;PAVIMENTAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;455+700;Via marginal;-29.227764999999998,-49.759435;PISTA - PAVIMENTO FLEXÍVEL;;Afundamento local?Panela / Buraco?;;. LOCAL: Via marginal;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478414&token=b974d888e8245ca69c3c99dcf1087944;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886400;25/05/2022;13:51:57;13:52:55;-29.1489600000000024 -49.7248233333333403;-291.489.600.000.000.000;-497.248.233.333.333.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;445+700;;-29.149021666666666,-49.72495333333333;SINALIZAÇÃO VERTICAL - PLACAS;;Ausente?;;Via marginal;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478429&token=193a39845857f35084736188dac30dd1;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886402;25/05/2022;13:55:26;13:56:27;-29.134841666666663 -49.7043050000000051;-29.134.841.666.666.600;-497.043.050.000.000.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;442+980 ao 442+800;;-29.134795,-49.706265;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478437&token=1c6cb79f63df94f01993653a6bbd40c0;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886403;25/05/2022;13:59:04;14:00:02;-29.1256833333333347 -49.6717716666666718;-291.256.833.333.333.000;-496.717.716.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;439+700 ao 439+500;;-29.126335,-49.67462833333334;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478446&token=b25df8839fc0d89dc774dc50f40eec92;https://picviewer.umov.me/Pic/GetImage?id=397478460&token=c32197366ef0e04a340c10da41fae057;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886399;25/05/2022;14:15:43;14:16:44;-29.0270133333333362 -49.6006949999999946;-290.270.133.333.333.000;-496.006.949.999.999.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;425+800 ao 425+000;;-29.029145000000003,-49.602893333333334;FRENTE DE CONSERVAÇÃO;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478473&token=b93c6776e2bfecf86862783df9a35a65;;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886405;25/05/2022;14:45:54;14:46:52;-28.8292716666666671 -49.4105116666666646;-288.292.716.666.666.000;-494.105.116.666.666.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;394+700;;-28.830108333333335,-49.411741666666664;FRENTE DE CONSERVAÇÃO;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478478&token=7bf03e1513e7bfe7ead7b396049e6924;;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886401;25/05/2022;14:47:25;14:48:24;-28.8246116666666694 -49.4034466666666674;-288.246.116.666.666.000;-494.034.466.666.666.000;0 0;500 - SC2;REGISTRO;310654598;PAVIMENTAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;393+700 ao 393+500;;-28.825039999999998,-49.40366166666666;PISTA - PAVIMENTO FLEXÍVEL;;;;Sujeira;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478491&token=a48bc0dac752a3a347a7b14f01747d21;https://picviewer.umov.me/Pic/GetImage?id=397478501&token=7dca2f8f790cd1200eb5aa25bb824547;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886404;25/05/2022;14:48:26;14:49:24;-28.8218966666666638 -49.4010266666666666;-288.218.966.666.666.000;-494.010.266.666.666.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;393+500;;-28.82358166666667,-49.40246833333334;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?Fraca / Desgastada?;;Ausência de sinalização R02 e setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397479008&token=c5faaa89093310bbbb686dc1c051d9a2;;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886376;25/05/2022;14:51:55;14:53:03;-28.8066233333333308 -49.3729566666666742;-288.066.233.333.333.000;-493.729.566.666.666.000;0 0;500 - SC2;REGISTRO;308202292;DRENAGEM OAC;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;390+400 ao 390+000;;-28.807195,-49.3742;SARJETA-CANALETA-VALETA;;Acúmulo de vegetação?Obstruído?;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478575&token=aacdcc2d23948c42c244a0c5533a5e66;https://picviewer.umov.me/Pic/GetImage?id=397478605&token=ee42532331a8967e322619433268c049;https://picviewer.umov.me/Pic/GetImage?id=397478636&token=77243c1853a867ba23ee2b03b7aac316;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
310886406;25/05/2022;14:54:48;14:55:17;-28.7953449999999975 -49.3544583333333335;-287.953.449.999.999.000;-493.544.583.333.333.000;0 0;500 - SC2;REGISTRO;310654591;OPERAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;388+000;;-28.796808333333335,-49.35696166666666;FRENTE DE RECUPERAÇÃO E MANUTENÇÃO;;;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478647&token=978b17940ba648c3d6060c47d1cc68d3;;;;;;;;;;;;BOM;;NÃO;;;;;;;;;;;
310886408;25/05/2022;14:57:03;14:58:14;-28.7845066666666689 -49.3355883333333338;-287.845.066.666.666.000;-493.355.883.333.333.000;0 0;500 - SC2;REGISTRO;309500202;SINALIZAÇÃO;CCR ViaCosteira - BR-101;CCR ViaCosteira;BR-101;DUPLA;DECRESCENTE;385+900 ao 385+800;;-28.786620000000003,-49.339506666666665;SINALIZAÇÃO HORIZONTAL - PINTURA;;Ausente?;;Ausência de setas MOF.;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=397478657&token=3c79dcf0578d5811fc079fa5c178d93b;https://picviewer.umov.me/Pic/GetImage?id=397478674&token=d0b9b9a4504ffa4be0d12b305b030b09;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;
